專利名稱,唯一識別碼
陶玻複合體及其燒結方法,a931fcc7-8a05-47e1-9176-36c14f87e4d1
可瀝油之食物承盤,a95ae9f8-02c4-42b9-9927-61521def4001
一種以心血管標誌及機械學習運算法進行冠心症篩檢的方法,a95cb0f7-5ff6-495f-9b1c-5c41a68338e7
使用有機自由基之超薄金屬奈米線的合成,a959a1b8-0bbd-482a-8d1c-491371bd9b35
影像辨識加速器系統,a959ecf9-8b77-4648-b100-329aba82e329
犁田模擬方法及系統,a9ba2a90-fdb3-476e-a99f-29eca3031b3a
半導體基板、以及磊晶晶圓及其製造方法,a9b38ea6-1e01-4968-aa77-b02eebc6af23
包覆酪氨酸激酶抑制劑之奈米粒子在用於製備改善肝臟纖維化之醫藥組成物的用途,a9c0c9b5-0e61-424e-b2a0-393936dc0cfa
藉由環狀碳酸酯和內酯單體的開環之選擇性共聚合反應以控制嵌段共聚物的結構之方法,a9c7aeb9-9a24-484b-8d30-1f22de9c87ed
違法事件舉報系統及操作方法,a9bd36ed-08c8-4168-8e4d-31e4cdb30e80
具有無線通訊功能之垃圾桶及其垃圾監測方法,a8aef800-a43c-4c41-b425-241d136dca47
車輛行駛安全防護裝置,a8a6532d-6f73-4bf6-83ef-e8d64802faff
自動建立無線網路連線的方法及閘道器裝置與客戶端裝置,aa009392-b3f1-4b21-8b79-64805411cbfa
具備視力矯正功能之頭戴式顯示裝置,a9de7171-2e33-4fb7-ada5-618c0ff1cb93
環－AMP反應元素結合蛋白的抑制劑,a9f4a4cc-86fc-46cb-bfee-c674f79002cb
熱分解性黏合劑,aa0ae1e1-da09-4470-a56e-3810b4b77df8
一種碳材料石墨化的製備方法,aa0cd5f7-1577-4342-a989-d419fff19aaf
TTK抑制劑之固體形式,aa14ca95-a0b2-4d5b-a804-229fe1f2f1a1
光學性濃度測定方法,a01b8a24-cb55-4454-9d73-39f8ae553757
智慧窗戶之結構及其製備方法,a039d166-2436-421c-85c8-1b9fcd605ff5
可調變的感測元件,a05fed7b-0ff9-408e-a43d-7d2c41034aba
使用多游離源作爲連接介面及游離技術的層析質譜裝置,a04c1075-675c-4920-b1a6-3f64620ea0d5
超寬頻近紅外線發光模組及產生超寬頻近紅外線的方法,a1885a86-f734-4724-b44d-e288354152b4
利用非揮發性記憶體完成類神經網路訓練的方法,a1bbfac5-0708-4072-8aae-4e81e221ae97
膠囊牙膏暨可予收納之牙刷,a1bce59b-8450-456a-a527-a60d643e7973
旋轉式曝光機,a1b62857-8051-4d2a-b460-b438b1e319a5
動態提升對比之影像處理裝置及方法,a1b6cc82-baa6-4878-89a5-0e1b537d02b1
穿戴式控制系統,a12bdbb1-9fd8-4300-b198-779e135116c3
一種布基生化檢測裝置及其製作方法,a1308a25-ce60-466b-affa-a16017c785e4
氧化物半導體裝置之製造方法,a13099d3-45ba-487d-9850-d170c70c3e0e
多孔性生醫支架及其製備方法,a131c97b-678f-4cdc-be2c-60deaa998c20
靜電紡絲的成束製造設備及其製造方法,a1921f7d-f41e-4f27-9464-bec8ce7d2037
野生鮑魚珍珠製作過程,a192a82d-e687-42b9-9473-abccd376e753
輔助坐墊,a1776b60-2708-4c93-9dfb-3f37ada2f200
煉鋼用脫硫劑及脫硫方法,a134e184-3665-4c23-8916-cee95d2de89e
檢測帕金森氏症的穿戴式裝置與檢測系統,a1038b8c-d1c2-49fd-b7d8-eee3e913fb3b
電源管理系統及其控制方法,a02cc36a-f148-4c3e-8cae-a0a56713814f
熱回收再利用之加熱裝置,a1c68cc6-9ccb-46e6-8675-32f20cd62f66
釋氧材料之製造方法及其應用,a16c76db-9f29-40b6-b6ba-9cdd1cac4e34
高降壓轉換器,a1720c6f-41ab-41bb-a1f4-7fcd82086d94
利用影像處理的汽車車門開啓警示方法,a15d18ca-c779-465e-8ea8-5875866f9345
一種可擴充模組化電池容量估測系統,a18637d9-a908-45eb-953b-64f18fe5d8ea
抽菸警告器,9ef033eb-70c0-4830-ba0e-df8f919462eb
使用抗人類ＧＰＶＩ抗體抑制血小板凝集,9ef26935-c99b-4d47-aba7-0449da889805
製造抗沾黏阻隔纖維薄膜之方法,9f37097a-9912-477e-b7ce-04632629e105
甲蟲特徵識別系統及方法,9f388396-a8d1-4b0a-944d-b1ade80f02da
智能香氛控制系統,9faf5da3-e75f-4aa5-bcce-190731d5b287
皮膚診斷裝置、皮膚狀態輸出方法、程式及記錄媒體,9fb117e4-288c-439a-88b9-b5f2b79e0870
數位簽章方法,9f9bab66-fd3e-4149-b2c6-b9e9c8ce2a00
多電子束檢查設備,9f9f0a90-c57a-4d38-96a2-f00c06788e09
可形成高擴散性光照之燈座結構及其方法,9f8882ca-433b-44fd-b27b-52ca4ad9679c
容器材質識別系統,9f9ff764-7a4b-47eb-adb9-c3df561586c6
利用血漿中ＤＮＡ的尺寸及數量畸變以偵測癌症,9df72dd9-4a38-40d8-86f5-c2cb29b02ad8
檢測試紙及檢測毒品的方法,9e191023-23e1-4f88-be93-79c7838f54f4
具備抗微生物、抗癌及／或促進傷口癒合之活性的胜肽、含此胜肽的醫藥組成物，以及此胜肽的用途,9df9a972-ec70-42c5-963d-13ede30c5dfd
肌電感測角度調整拉筋結構,9e26fd65-98b2-4ce6-9df8-53fcac59a082
主動式逃生設備,9f3e658e-ac12-4d7c-9813-716523ceebaf
慢性疾病病徵偵測方法及慢性疾病病患再入院建議系統,9f55e6d5-256a-4031-8aa2-8b76a15851f4
一種雙離子型水膠及其應用,9f6dcfd8-e873-4b90-a46b-ae2037cc0927
衛教輔助裝置,9f568f3f-8989-44cf-8336-89e1b67dac54
礦化支架之製造方法及其裝置,9e859788-1e21-4f0d-87de-d048bc912942
具自動調節主輔放大器功率比之杜赫功率放大器,9e74511e-a35b-4a5f-939b-bee5aff2a577
平行雷射光之產生裝置及應用此裝置之雷射光分光角度調整方法,9e81354f-2966-43f1-8da6-de7165187eb2
適用於視訊處理之頻寬導向移動估測方法,9f152a4c-fe1c-4144-acd7-376cfae90594
可在空氣中燒結高導電率奈米銀包銅厚膜膏之製備方法,9f166c27-2c18-4315-a47e-1fbc5f1c0c85
二輪車輛安全煞車裝置,9f99dd9f-0472-4b8f-93b6-578b735705e7
干涉式光學成像裝置、其應用之系統及方法,9fb5d6bb-aa00-4cb3-8c07-e0f0dd27c1af
教具,9fb7041a-5600-4fab-aa16-b5a4702d3084
結腸直腸癌的糞便細菌標誌物,9fb7e839-bfed-4a54-83dd-bc0f0a8036e8
製造具有鈣鈦礦單晶結構的材料的方法,9fb9f2bc-2dbf-48a8-b259-2fde10eb1e76
用於增強蛋白質表現之核酸序列區段、包含其序列區段之表現載體及包含其表現載體之套組,a4347db2-220c-433b-aaf6-541ab7dd72dc
智慧型健步機,a4362781-4de6-4e26-9b63-fb1a091f2a8e
使用社群網路程式驅動獲得實體物件之互動系統及其方法,a3ff40d3-77f7-45b0-a233-a088765fed2d
盤形凸輪之表面粗糙度值的非接觸式暨光學量測自動化系統及其方法,a426e91f-a64c-4746-b0f2-ea124d3ab2a4
氧化鎵結晶之製造裝置及氧化鎵結晶之製造方法,a40ae320-4645-41c7-8aec-b06bd30208d0
模具的製造方法,a24dcfe9-fedc-43aa-a01c-230e87b191e5
微生物檢測裝置之製造方法、微生物檢測方法、微生物檢測套組及裝置,a2abfa4e-ac4a-4c2f-8206-b62595909c0b
用於具有大孔電極之活性碳超級電容器之方法、裝置及系統,a32670d6-902a-40ad-8278-2605aa3a3901
混頻器,a32bd612-cee3-461b-a0c9-466124200369
新穎ＡＡＶ媒介的流感疫苗,a32fce2d-05a1-476b-9df3-f9f23f148e03
主動式無線射頻辨識標籤與讀取器之間的傳輸系統與方法,a3075e08-81be-4bf3-bc9b-36f4d02106b6
晶粒細化方法,a4a1629c-a6ba-4a26-bde4-cb4194d7e413
輔助站立之輪椅結構,a48f5ab4-3c59-4339-b44d-7bf9d899f64b
雙面吸光太陽能電池、製作方法，及多接面太陽能電池模組,a42e0388-dc0d-48c9-90bf-c2e7435f285e
以超臨界流體處理生醫材料之方法,a4964c72-e901-4841-81b2-f8fe1ebe1eff
中子捕獲治療系統及中子捕獲治療用治療計劃系統,a4968dd2-46dc-4aab-ab86-08095308da36
具有味道之3D列印產品之製作方法,a4995d83-8474-49ea-b2d2-400816b0f6e1
光鑷夾之光纖微透鏡構造及其製造方法,a49a7ccd-675e-47d9-8122-abecbc13786d
人工智慧心臟急性病發預警的方法,a46f63e4-ab0d-4e4b-9661-d3b8ee8c21c1
來自血漿之胚胎或腫瘤甲基化模式組(METHYLOME)之非侵入性測定,a94e3df8-e9cf-4383-9152-59a6df347db8
黏膜免疫調節劑,a971c6dc-b08d-4ade-9e8f-14cb8bca6001
溼式薄膜沈積法,a91da67c-589f-42b5-9056-516d0d46e11e
影像處理方法,a8998168-daaf-44fd-bef4-00b989f4a74f
辨識良率損失之根本原因的系統與方法,a899be2b-92ba-4cf7-8742-b8612b2ac3ac
有機電場發光裝置,a8981798-581b-4997-a1b1-c25cba1b47d5
旋臂裝置之旋轉角度校準系統及校準方法,a89ec78d-87d6-4242-bd24-d2b9783cd081
含鎂及鍶之鈣磷化合物及其方法,a938addd-77f6-4981-90f5-ddeb435d7814
金屬拋光與氧化膜製程方法及其系統,a92d9d0f-cc9e-44dd-8cfd-9c80ff469fc3
除霉膠帶,a941459f-0299-4cb5-b367-eec5854a1823
發光性粒子之製造方法、發光性粒子及生物成像材料,a9432b5f-0fb8-45a7-852c-0845f75d15e7
擴充式電力插座,a96140ab-bdfe-4a76-a57d-1ffe0156a9a6
多通道之多重音頻串流方法以及使用該方法之系統,a9572812-a7bc-4ae3-8d19-112f716983e2
一種旅遊查詢系統,aacbd6d1-3e0b-4043-b9e5-e7a005b9b120
導電薄膜厚度檢測裝置,aac9e9e3-5315-4fae-aa35-29fa79e8b0e5
具有中間光學濾光器之機械式堆疊的串聯式光伏打電池,aaccb34f-d63b-4783-b206-24bdad5f00fe
用於治療近視的眼用鏡片,aa4e0c18-3781-4c6a-9bef-185d6d3b493a
奈米材料的製造方法,aae238f2-dd41-4f4f-9659-dd1ea6db8691
擴充實境中基於深度攝影機之遮蔽邊緣品質改善方法,aae467f9-6684-4796-a3e5-ecffdbbe6807
溫度控制模組及光測定裝置,aae6a2a9-ba87-43fd-98b4-c77bb8d53428
用於治療黏多醣病ＩＩ型之基因治療,aae89755-ba68-4e84-9c51-a5ee2bc4de66
具折疊功能之平台式自我平衡車,aa509545-a6ed-4b35-9f3f-f28275cd3657
半導體氣體感測裝置的製作方法及其半導體氣體感測裝置,aa8ea45a-3a54-4098-96d1-3696bcf52029
蓄電裝置用正極活性物質及其製造方法,aaf7a391-4cf1-42ab-b6f8-5969382d4c92
利用極心線設計之輔具結構,aaf8958e-486e-43cd-9fd5-631668fe16df
組合物用於製備調控血管新生之藥物的用途,aaf9a661-2ac0-4c59-a17a-83994b70ba0d
棘齒式可擴張椎體間固定支架及其操作工具,aa9a1505-1f6e-4bd6-a5da-854066b330c2
線性裝置不平行偵測系統,aa9d904e-1e4e-4fac-b7ad-832d0f467909
用於空調設備的控制裝置,ab037929-48cf-4195-8cdb-d043e17e24d1
晶片級直下式光導元件及其製作方法,ab41f6a0-1957-4af6-b276-0635adf077d2
有機致電發光元件,ac5083e4-c0d4-4ce5-93b7-643e1de1c148
利用均質處理快速製備生質柴油的方法,ac10f3bb-3036-41df-913a-df475e889096
熱硬化性樹脂材料、硬化物及其製造方法,a8ee213e-858d-41e6-9709-c3eba1769406
一種銲接結構及其製造方法,a875e715-7e60-4b13-9265-563e726d3d4a
抗降血鈣素基因相關胜肽（ＡＮＴＩ－ＣＧＲＰ）或抗降血鈣素基因相關胜肽受器（ＡＮＴＩ－ＣＧＲＰ－Ｒ）抗體或抗體片段治療或預防慢性及急性型腹瀉之用途,a8da240e-3259-4925-9cc4-254edd111aa8
多維度空氣品質監測系統,a8de7b60-a493-45ee-aba5-d68c7035ace8
壓電能量採集裝置,a8df6a36-df3d-4b42-bea8-4d2006e0ed4f
運用雲端社群日曆整合行程之方法與系統,a8e014df-d02f-4739-85a8-8d070eaf10d5
基於移動向量分群的全域移動估計方法以及其電子裝置,a8e04c81-4c8b-49ab-ad7c-30e769ce99b6
使用核酸片段之診斷應用,a90e8561-4bb3-4c25-9dc2-ebf494043f74
用於製備光敏元件及增加包含於其中之塊材異質接面的結晶度之熱退火及溶劑蒸汽退火方法,a915d88c-dbcb-4127-9611-2a2fb541774c
在戶外尋找朋友之方法及其系統,a916e159-be10-4f2c-9482-e851dfdff8aa
利用近場通訊技術強化無線網路權限管理之方法,abd8082f-8461-44ad-9f8b-92c872aad11c
非揮發性記憶體及其操作方法,abd8a6fb-061e-4e90-bb73-56c44c3a7fba
電子哨擴音系統,abd5002b-829e-4ebe-89f9-d8e0836965c1
眼球凝視運動之影像穿透式擴增實境裝置、頭戴式顯示器及近距離物體之擴增實境方法,abd6ba2d-99c4-44a5-96a2-33c627e5f175
心律不整診斷系統與裝置及心律不整辨識方法,abbeba25-492b-4456-8296-4e247d69a885
繪圖之筆刷搜尋方法、電腦程式產品及電腦可讀取記錄媒體,abd3f7b3-beb1-444d-ac10-3fd054e84d3b
基因合成教學系統及其方法,abc23db5-ac51-4255-b6b5-d912c67ada6c
用於腹腔鏡手術之俱有直覺式操控的輔助性機器人內視鏡系統及其方法,abbd7805-74cc-4707-8140-da4245c4a964
吞嚥功能檢測系統,abd16f1c-0b1e-487f-9a4e-4dfaa2523cd5
晶片間訊號傳輸系統及其晶片配置方法,abcb41ac-e236-4dbd-aff3-c61b3de63e0d
互動式學習方法及電腦程式產品,abce5a1b-4839-4656-b315-602470ca455d
用於終端手持裝置之基站天線波束自動追蹤對準系統及其方法,abcf4ad7-8111-4220-8c35-ca32dd3b23aa
螢光玻璃陶瓷材料、其製造方法及包括其的發光裝置,a97ea948-2a41-412f-8270-ab485fc4f2d1
奈米結構材料方法及裝置,a98842cf-be6c-4d4c-8c53-32b83c5b7f85
電阻式記憶體及其製作方法,a97f2924-ef4a-4c3d-afab-f1632f132290
兼顧主動式平衡充電裝置及其系統,a9c4dfeb-fbbe-4868-a8bb-3461563042d8
用於治療代謝症候群的組合物及其製備方法,a9d36359-f30d-457a-8673-97baaeeb1424
開放式液靜壓滑塊模組,cd79cb95-0b26-4625-ae01-b24631b2e401
一種大豆分離蛋白用於製備產後婦女運動訓練時提高運動表現、增強身體組成及降低疲勞之食品或藥物的用途,cd7b3bcd-5080-41d8-9214-8a53b28bc49e
樹脂轉移模製系統之流動特性的測量系統和測量方法,cd7df301-4238-4cea-9255-39554021889a
一種鈷鐵合金薄膜及其製備方法,cbcc88b3-0f0f-4282-811e-fc7c19bdd192
聯合用戶分組與預編碼的方法以及使用所述方法的基地台,cbcd56dc-a159-4df5-b079-90e6ad1b8a0d
自行車動力輔助套件,cbb96654-e3a1-4abd-9fa3-63424810018c
利用影片自動推導移動平台運動參數之方法,cc57b2c6-4cb4-45e7-a29d-89f35a0abfbf
智慧型自動偵測消毒機器人,ccdb3bf6-3ac5-41d7-8b79-b7a44c3ba161
金屬氫氧化物－海藻酸微粒的製備方法,cb68eb9a-2afc-4e56-b6ee-f486868d32a5
旋轉阻尼器,cb69e948-b2f6-4358-878a-f94e7126d6f0
重組酵母菌及其用於製造生質酒精的用途,cb531d9c-06b0-4010-8807-5acadb44560c
發電轉換器,cb574700-f1d6-4a66-b300-63656cfecd1b
聲致顯影增強光同調影像之鏡頭及其系統和運作方法,ca7eaf43-117b-4501-bf0f-639dd0fb3efb
含鍺肥粒鐵不銹鋼,ca816b1e-332e-4fc0-b19f-c8d48d2e1920
順向性奈米纖維創傷敷材之製造方法,cb9c3aa0-ee54-4243-86a0-edd7ad4904a0
生菌劑的被吞噬能力的評估方法及利用該評估方法之篩選方法,ca8257b6-553e-4ada-a9ab-d79631b88cf3
帶狀奈米石墨烯/聚吡咯奈米複合材料、其製造方法及超級電容,cabd8729-48ee-46df-95f5-ec2b3a0cb564
黃耆與當歸之萃取物用於治療肺癌及降低抗癌藥劑副作用之用途,cb459686-bbf9-4e40-ae7d-d514ee5d3392
利於垃圾焚化飛灰再利用之系列處理方法,c9503c49-3c11-45a3-8e8a-ec91144399f1
水果成熟度與品質優劣辨識系統及方法,c986d5f3-5ef1-47c8-b02d-7a584ab69419
呈現發音方式的方法及機器人,c987ee6c-bb7a-48a2-8f35-a50e341279ce
顯示裝置,ca03cc52-180a-4fb5-b997-2d8ccdf6c908
導風裝置,ca04de06-1e66-4c55-bc98-2621e69d4a43
主動式電源補償系統,ca05cb78-689e-4822-8b1f-0a0c4a256362
線性滑軌軸承座監控系統,ca07d133-4ed7-4cba-a43d-37113531b922
以高壓製磚設備生產陶製品之方法,ca16ae17-1346-4fc9-940f-719be8d1cdeb
萃取抗氧化物之方法,c9ac6615-0683-46ec-80e6-b2733e425486
體感控制系統及其方法,c9ac8e9f-b568-4cf2-b52c-a0fa9516d859
互斥與完備集合的特徵選擇方法、電腦程式產品,c9ade059-2563-4074-b1ee-35fb22a9d88f
可任意調整介面電荷與粒徑大小之生物可分解載體、其製備方法及含彼之醫藥組合物,c9b4f7af-06ae-4fc7-b7ac-ed62d8eab7e8
室內空氣污染源分析系統及其方法,c9b762d7-a59d-4deb-8b35-9899784ac402
經由速流合成以製備磷醯二胺嗎啉代寡聚物之製程,c9efa437-2c08-4c20-b291-b85f48133a8a
智慧型狗鏈系統,c9c65e76-c0f9-4c2c-b4b8-df400846e57a
具抗原專一性的T細胞及其用途,c9c69c4b-8eb5-4862-910b-ee7caf63d9fb
零耗能雙層外牆監控裝置與方法,c9c6c9a7-ac08-4486-9f27-ab6c7271ef4b
醫用影像物件化介面輔助解說控制系統及其方法,c9e9b7be-4983-4c92-846b-ba594b1b7090
錯誤恢復方法及應用其之物聯網系統與充電系統,c9d379cd-4183-4cf1-9913-9b84951d3e9e
無線烙鐵裝置及其充電基座,ca0d7a67-fed1-4125-a840-bc78ef4ef386
光觸媒材料低溫固定方法,ca100312-729f-4ca6-8a45-3a19dbc97c16
智能就餌感知通報系統、通報軟體與感知裝置,c9d70d5f-4765-409a-b4b6-c9b2eed08d58
試卷自動批改系統及其方法,c9d94771-9914-40db-a90e-25a98f5aa628
有機元件用電極及有機元件,cc5e9a0b-e040-4dd9-a81f-d7e1ccc0b3f0
複合電極材料及其製作方法、包含該複合電極材料之複合電極、以及包含該複合電極之鋰電池,cc65b90c-e41f-4db7-948a-f200c1faa4b2
以氯丙烯與雙氧水反應生產環氧氯丙烷的製造裝置及製造方法,cc6f6a44-5e3b-4090-b846-8ac98eced93f
低強度脈衝式超音波裝置用於治療及／或預防神經退化性疾病的用途,cc81bc5c-3cf6-482b-a3d9-93b920505871
電激發光裝置,cc86c744-cb56-4b91-bd92-8cbca07ad6c3
植物與菇類共生裝置,cc901885-7a26-448a-a142-ffcc15614347
可站立拖把,cc938832-e3dd-4897-9c93-158219419bbb
用以檢測蛋白特徵物之顯微影像檢測系統以及顯微影像檢測方法,cc9b038f-03d2-4942-b50a-c15dfa302532
銀奈米線及銀奈米薄膜的製備方法,ccaae9dd-9b3e-408c-8001-0e1cdac73adb
三穩態膽固醇液晶的動態驅動方法,ccb31b2a-a600-4bb4-9f7f-9667706e8d54
光纖結構,ccbd17b3-cf33-4488-89bf-2019406ea652
電激發光裝置,ccc4eb5b-b842-471b-a12a-265afb75c47b
干涉微影裝置,ccca8380-ff61-4fec-86d2-9cd0271bd266
包含聚酯類生物可降解嵌段之奈米結構化嵌段共聚物膜,cccbf816-9aa6-4ac7-b3d9-625317199319
一種具有抑制ＭＺＦ－１與Ｅｌｋ－１交互作用之醫藥組合物,ccd62b20-32fa-442d-8108-b3ba3f2320de
廢鋁電解液資材化高純度奈米氧化鋁粉末之方法,c89850fe-debc-4787-b311-0630798bc7fd
驅動裝置,c89d28f2-a7a8-4977-91fc-1f7523250129
雙重標靶融合蛋白,c86b7f38-654f-4f63-8e7a-067bb092a97b
增亮膜及具有增亮膜的顯示裝置,c8701f8b-df54-44b2-ac9e-d4a89de01db6
金屬氧化物之薄膜、具備該薄膜之有機電致發光元件、太陽能電池、及薄膜之製造方法,c84ccad1-039a-4be5-aa11-fcb3d4681026
亞伯氏症候群治療藥,c84f2139-89b1-455c-98a3-506bb7a0dbe7
７，３’，４’－大豆異黃酮製劑的製備方法,c84fbf2c-2d9f-4d54-8d34-c32e681db9a3
虛擬物料品質檢測方法與電腦程式產品,c853b1b0-5fe2-4363-8f50-1cc5b67fbb5c
影像壓縮方法,c7bf68dc-124b-454e-8351-fffe481e1fa0
可調床架高低裝置,c8847331-ba5b-4a57-a17c-e9715bd74c78
結合腦波偵測及雲端控制之安全防護方法,c857282e-13d4-4cb2-a072-b95e281d3b86
資訊展示平台及其資訊展示方法,c9c28c08-6eed-43c3-a3cb-6237c9ce4576
智慧型機車之最適性安全行車方法,c9c5f73f-9772-444d-80cc-efe2d6ec39f8
利用游離病毒核酸改善癌症篩選,c9a341d8-4cc4-4983-a56e-95065a4bd63b
熱傳導性粒子填充纖維,c9a35d75-7329-4114-9093-69e71c8e2320
新穎縮合多環式化合物及其製造方法,c94789a4-c0df-41fa-b19c-7fe44c30e6c0
二次元件及ＬＥＤ燈具,c9974da0-74c4-4209-aa8b-d04b65568aa9
使用非揮發性記憶體陣列之深度學習類神經網路分類器,c83a1d57-8f78-4421-bee5-27db6b55c78e
近距離無線與雲端行動監控系統及其方法,c9a16fea-cfcc-4677-a455-95c7dd299104
智慧型整合汽車連網車載系統及執行方法,cefa88fd-0730-4d46-aefb-0f8c1fe2474c
光葉型太陽能光電模組,cf02d043-fafa-4aab-b67d-5ad3775c0098
變速裝置,cf1236ee-476b-44f7-bb33-7c25431206be
生產濺鍍氧化矽電解質的方法,cf0dee49-d974-48a6-a698-12f998b26159
生質柴油的生產裝置及其方法,ce8e27b7-1a5a-4844-afba-9644c6d0ef88
新穎扁藻及其應用,ced635c8-0afb-4329-bcd7-7f771cef9e04
利用廢酸從集塵灰中回收鉛之處理方法,ceea12f1-c01a-4538-9939-c2dc2499d8d0
具有結構強度較強的鰭之鰭式場效電晶體半導體裝置,ceec0daa-1cab-49e5-b930-c254a43f0a01
具製程及電壓補償之輸出緩衝器,cf41b24f-ab17-4cab-a4f1-c3584fd8aaa6
插座導電結構,cf46233a-563e-4aa5-80ea-b3e0f83ca3b2
以多項式估測感應機參數之方法,cf46835b-508c-416e-b4b6-c6126cb64756
具開槽之多頻天線結構,cf47e923-71e4-4208-b18a-c42d036bf602
裁切工具機之軟硬體協同控制系統,cf486316-10ca-45a4-b30e-a42b5469e246
智慧型廣告傳單管理暨應用系統,cf05ce0d-6d99-4071-96b8-224c23d2dfd4
治療癌症的新方法,cf0ac82a-eb89-47fc-86be-b08680c069a3
可撓式感測器,cf2f3cb3-1aa7-444f-8b4c-6b4186d6f717
用於控制行走輔具的方法,ce6821a8-2562-4f5b-93e7-fe29e1d3251f
全景影像三維深度估測系統及全景影像三維深度估測方法,ce975bcf-4934-40f8-a27e-9e45bc89c9d5
血球凝集分離裝置及其方法,ce9eece1-023f-4c2b-9394-0d5c04b2fbba
具穩定電壓、電流與高能量輸出儲能裝置之自動體外除顫器,ce92f364-55b7-43d2-b0f3-bdb34b6236d1
用以評估自由基產生能力的寡肽及方法,ce45625b-14e6-4496-b862-be7dee270985
以超臨界流體處理生醫材料之方法,cea6669f-be0c-47e1-8822-073dfea94c36
支撐輔助帶,cea6eab6-7d7f-4afe-9e9b-0d0464bc99c9
有機半導體元件及其製造方法、有機半導體膜形成用組合物以及有機半導體膜的製造方法,cee13774-6d0c-4e16-a3bd-861d42f7e820
蝕刻方法,cebc9e41-ba6d-4983-80ee-97307ee2a2a3
隨身用洗潔錠之製作方法,ce96c1c3-0ca2-4aba-ac45-cf18ec174780
作為登革熱病毒複製抑制劑之單－或二－取代吲哚,ced17f0e-7b73-4658-a3fa-2694d3b67524
半導體結構,cebe80d0-d1cf-430b-bc92-1a441a4d1710
使用一包含有頭孢曲松與紅血球生成素的組合來治療和／或預防巴金森氏症失智,cec3f70a-2971-43d9-b8fd-b44f68185257
具備被固定化於支撐體內的複合物之元件、及生物感測器,cec4880a-2e18-4845-a67f-c6c693fe0ea3
交通號誌即時報修與交管請求系統及其方法,cef5a5a5-5535-4b17-a8cf-9537f64a0c61
感應線圈的設計方法,cefda478-1b2a-41f1-afd0-24f60dd17929
具有超薄主動層之環繞式閘極場效電晶體及其製造方法,cf0054f5-ad68-45f2-b4b5-725a8d63c22e
半導體裝置結構,cef20cc1-15f3-46eb-b9da-fa53bae499d8
液晶膜,cdf78387-6937-47b6-ad3b-a38856405a23
數位影像的適應性自我修復與驗證方法、電腦程式產品,cdfaf359-b3b9-4e5d-95aa-405297f46d1f
吞嚥功能檢測系統,cc4f6939-5b27-48a0-a8a6-42b01c5b292e
硝酸鹽氮水溶液之處理方法,cdae4c7b-4e80-458b-bf6f-265eb5d13436
中子捕捉療法裝置,cd756953-1918-4453-b9d5-3363115d678e
平衡式升頻混頻器,cc5bd065-2e80-45f7-8376-810acfdab4a7
多媒體影像檢索方法,cd338770-26d2-49f9-beb1-e906922fea00
高通量雷射加工系統,c6d60810-4dfb-478b-94f0-8f29bc6df994
電漿處理裝置用碳化矽構件及其製造方法,c689e8f5-7a7d-40db-8430-8f6c1ba581fb
鏡像抑制混頻模組以及包含鏡像抑制混頻模組之同源接收機,c6893133-9247-472a-ba51-8c4e88760d0f
智慧釣魚系統及其方法,c6d85dd8-0658-43ae-ab6c-63093693904a
具照相影像控制傳輸功能之試衣鏡,c78da6c2-473b-4e9d-823e-1bd5c5d7e1c7
電阻式記憶體,c75634ca-6356-4434-8bf2-84bfcb6e464f
穿心蓮內酯在製備治療神經病理性疼痛之藥物的用途,c7593ec1-94b5-4b78-9423-5723d7bd1390
補充Ｎ－乙醯半胱胺酸及甘胺酸以改善穀胱甘肽含量之益處,c78abe48-b6ab-4cba-994a-370c18a73aa2
生物檢測平台及其製造方法,c78b460e-85f8-43b0-bdad-20bed98bb60a
下肢外骨骼輔助裝置及其方法,c77c34f3-ad56-4fb4-ba3b-160bc4ba0e1e
製程、電壓及溫度變異偵測器,c63e0730-2fa3-4027-94fd-b9fd51c5eaca
音訊編碼器、音訊解碼器、用以編碼音訊信號之方法、及用以解碼經編碼音訊信號之方法,c72ab349-ba51-4ed7-a70f-cf4f69d16712
使用深度學習於車牌與人臉辨識之門禁管理系統,c76e78d3-6ed6-4ab9-81c2-da777c38a07f
有機異族高分子及其製造方法,c77fad05-ea2e-4ac5-90ab-18c2565ae31f
立體物製造裝置、立體物製造方法及程式,c785f6a6-5e88-421a-876f-1a3f7046df01
物聯網商業系統及其運作方法,c7b4018d-afb2-40a0-adf4-5e875c0474c2
二氧化鈰酸鹼値感測器及其製造方法,c7b49eb6-e255-4a9d-b5c9-2d5299c37c92
轉移位輔助褲,c4f5058f-4eee-4cd9-b5c0-7b70aa69e684
雙呋喃二鹵化物，用於製造雙呋喃二鹵化物的方法，及利用雙呋喃二鹵化物製造雙呋喃二酸、雙呋喃二醇或雙呋喃二胺的方法,c500c6f4-1e8e-4ee0-a271-b35e88cfad79
熱型壓力感測器的製程方法,c5016499-32dc-4a6d-b7d8-b90c1d544184
高壓電礙子之無人飛行載具自動巡航路徑規劃及設定方法及系統,c503261a-3a75-41b2-b19d-e6e50ff7aaf4
製備治療神經疾病之血小板顆粒裂解液及其用途,c50b8a73-91c3-43b9-811a-5fe18b3f0c6d
金屬奈米線之製造方法,c57df41e-a1da-4414-8b5c-08871a24cd78
太陽能發電監測系統及其方法,c4cb5505-059d-4080-ade3-0a1f201f95be
具有自我校正之非接觸聯網開關系統,c4cc5f66-1219-4e55-a075-a81dcec7cd54
